id,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie,Unknown
38356,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105864,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
62177,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
188927,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10681,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5174,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14161,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17979,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76757,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246655,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14160,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
15512,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1726,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44826,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8487,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1735,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297761,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
137113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14869,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150540,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
278927,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10138,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58595,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102651,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
119450,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79698,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64686,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100402,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10192,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
158852,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
177572,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
82690,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5255,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
47933,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10191,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
296,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118340,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157336,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27205,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315011,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49051,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9799,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
49538,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131634,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27022,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
503,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
68735,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87101,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10140,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1858,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
675,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
674,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8960,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2062,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
272,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10527,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18360,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2080,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109445,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
604,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76338,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76341,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13448,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10195,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13053,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
19585,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62213,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177677,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7978,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5559,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
49444,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10196,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
956,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117251,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50321,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11619,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
266647,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82703,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
652,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80321,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36669,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43074,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2310,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140300,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
56292,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81188,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
147441,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13475,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82702,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
205584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13183,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
944,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1927,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72559,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2114,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36643,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50620,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65759,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1724,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267935,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281957,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77950,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
44896,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
270946,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2503,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9502,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
102899,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101299,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228161,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
74,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8961,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417859,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27576,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86834,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17578,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
673,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82700,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10567,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
181533,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
38055,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
671,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49524,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131631,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
172385,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
36658,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51497,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58574,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18823,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49040,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8871,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
435,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87827,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
324668,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9471,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70981,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10996,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
68724,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97020,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7459,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42888,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
37834,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75612,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1895,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
76170,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49519,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2395,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
290595,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98566,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49047,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9619,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308531,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166424,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
254128,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
163,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262500,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40805,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41513,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13700,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
262504,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39254,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77931,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1639,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80274,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10204,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10588,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2048,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10137,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
10198,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
286217,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9679,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36557,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11322,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4982,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36955,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18487,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39451,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
27581,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9268,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68718,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10545,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11688,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
76163,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2486,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16523,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116711,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37710,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9946,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1372,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106646,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83542,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41216,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9016,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18162,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138103,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
